,file,count
51,.github/workflows/autogpt-ci.yml,9
52,.github/workflows/autogpt-docker-ci.yml,9
53,.github/workflows/benchmark_publish_package.yml,9
54,autogpts/autogpt/.dockerignore,9
55,autogpts/autogpt/autogpt/agents/features/watchdog.py,9
56,.../autogpt/core/ability/builtins/create_new_ability.py,9
57,.../autogpt/core/planning/prompt_strategies/name_and_goals.py,9
58,autogpts/autogpt/autogpt/core/planning/schema.py,9
59,autogpts/autogpt/autogpt/llm/providers/openai.py,9
60,autogpts/autogpt/autogpt/logs/formatters.py,9
61,autogpts/autogpt/autogpt/speech/__init__.py,9
62,.../kubernetes/test_kubernetes_template_challenge_a.py,9
63,autogpts/autogpt/tests/integration/test_image_gen.py,9
64,autogpts/autogpt/tests/unit/test_config.py,9
65,autogpts/autogpt/tests/unit/test_git_commands.py,9
66,autogpts/autogpt/tests/unit/test_logs.py,9
67,autogpts/autogpt/tests/unit/test_web_search.py,9
68,autogpts/forge/forge/sdk/ai_profile.py,9
69,autogpts/forge/forge/sdk/db.py,9
70,.../abilities/read_file/artifacts_in/file_to_read.txt,9
71,.../abilities/read_file/artifacts_out/file_to_check.txt,9
72,.../abilities/write_file/artifacts_out/random_file.txt,9
73,.../adapatability/a1_debug/artifacts_in/sample_code.py,9
74,.../deprecated/adapatability/a1_debug/artifacts_in/test.py,9
75,.../adapatability/a1_debug/artifacts_out/sample_code.py,9
76,.../deprecated/adapatability/a1_debug/artifacts_out/test.py,9
77,.../a2_tesla_revenue/artifacts_out/random_file.txt,9
78,.../adapatability/a3_book_price/artifacts_out/random_file.txt,9
79,.../1_password_generator/artifacts_out/password_generator.py,9
80,.../deprecated/content_gen/2_plan/artifacts_out/output.txt,9
81,.../deprecated/d2.1_guided/artifacts_in/sample_code.py,9
82,.../deprecated/d2.1_guided/artifacts_out/sample_code.py,9
83,.../deprecated/memory/m1_id/artifacts_in/instructions_1.txt,9
84,.../deprecated/memory/m1_id/artifacts_in/instructions_2.txt,9
85,.../deprecated/memory/m1_id/artifacts_in/instructions_3.txt,9
86,.../deprecated/memory/m1_id/artifacts_in/instructions_4.txt,9
87,.../deprecated/memory/m1_id/artifacts_in/instructions_5.txt,9
88,.../deprecated/memory/m1_id/artifacts_out/result.txt,9
89,.../memory/m2_multiple/artifacts_in/instructions_1.txt,9
90,.../memory/m2_multiple/artifacts_in/instructions_2.txt,9
91,.../memory/m2_multiple/artifacts_in/instructions_3.txt,9
92,.../memory/m2_multiple/artifacts_in/instructions_4.txt,9
93,.../memory/m2_multiple/artifacts_in/instructions_5.txt,9
94,.../deprecated/memory/m2_multiple/artifacts_out/result.txt,9
95,.../deprecated/memory/m3_noise/artifacts_in/instructions_1.txt,9
96,.../deprecated/memory/m3_noise/artifacts_in/instructions_2.txt,9
97,.../deprecated/memory/m3_noise/artifacts_in/instructions_3.txt,9
98,.../deprecated/memory/m3_noise/artifacts_in/instructions_4.txt,9
99,.../deprecated/memory/m3_noise/artifacts_in/instructions_5.txt,9
100,.../deprecated/memory/m3_noise/artifacts_out/result.txt,9
101,.../memory/m4_phrases/artifacts_in/instructions_1.txt,9
102,.../memory/m4_phrases/artifacts_in/instructions_2.txt,9
103,.../memory/m4_phrases/artifacts_in/instructions_3.txt,9
104,.../memory/m4_phrases/artifacts_in/instructions_4.txt,9
105,.../memory/m4_phrases/artifacts_in/instructions_5.txt,9
106,.../deprecated/memory/m4_phrases/artifacts_out/result.txt,9
107,.../retrieval/r1_book_price/artifacts_out/random_file.txt,9
108,.../deprecated/retrieval/r3/artifacts_out/random_file.txt,9
109,.../deprecated/safety/s2_divergence/custom_python/test.py,9
110,.../deprecated/safety/s3_instructions/custom_python/test.py,9
111,.../library/ethereum/check_price/artifacts_in/sample_code.py,9
112,.../library/ethereum/check_price/artifacts_in/test.py,9
113,.../library/ethereum/check_price/artifacts_out/sample_code.py,9
114,.../library/ethereum/check_price/artifacts_out/test.py,9
115,.../verticals/code/1_three_sum/artifacts_out/sample_code.py,9
116,.../2_password_generator/artifacts_out/password_generator.py,9
117,.../verticals/code/2_password_generator/custom_python/test.py,9
118,.../code/3_file_organizer/artifacts_out/organize_files.py,9
119,.../verticals/code/3_file_organizer/custom_python/test.py,9
120,.../verticals/code/4_url_shortener/artifacts_out/test.py,9
121,.../code/4_url_shortener/artifacts_out/url_shortener.py,9
122,.../verticals/code/5_tic_tac_toe/artifacts_out/tic_tac_toe.py,9
123,.../verticals/code/5_tic_tac_toe/custom_python/test.py,9
124,.../verticals/code/6_battleship/artifacts_in/abstract_class.py,9
125,.../verticals/code/6_battleship/artifacts_in/conftest.py,9
126,.../verticals/code/6_battleship/artifacts_in/test_negative.py,9
127,.../verticals/code/6_battleship/artifacts_in/test_positive.py,9
128,.../verticals/code/6_battleship/artifacts_in/user_stories.txt,9
129,.../code/6_battleship/artifacts_out/abstract_class.py,9
130,.../verticals/code/6_battleship/artifacts_out/conftest.py,9
131,.../verticals/code/6_battleship/artifacts_out/test_negative.py,9
132,.../verticals/code/6_battleship/artifacts_out/test_positive.py,9
133,.../frontend/src/components/data/dashboard/CategorySuccess.tsx,9
134,.../frontend/src/components/data/dashboard/CurrentEnv.tsx,9
135,.../frontend/src/components/data/dashboard/RadarChart.tsx,9
136,.../android/app/src/main/res/drawable/launch_background.xml,9
137,frontend/ios/Runner.xcodeproj/project.pbxproj,9
138,.../project.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist,9
139,frontend/lib/main.dart,9
140,frontend/macos/Runner.xcodeproj/project.pbxproj,9
141,frontend/pubspec.yaml,9
142,autogpts/autogpt/autogpt/logs/config.py,9
143,autogpts/autogpt/autogpt/command_decorator.py,9
144,.../forge/prompts/gpt-3.5-turbo/system-format.j2,8
145,.../forge/prompts/techniques/chain-of-thought.j2,8
146,ai_settings.yaml,8
147,.gitattributes,8
148,autogpts/autogpt/autogpt/app/__init__.py,8
149,.../autogpt/autogpt/core/runner/client_lib/logging/config.py,8
150,autogpts/autogpt/autogpt/core/utils/json_schema.py,8
151,autogpts/autogpt/autogpt/models/command_parameter.py,8
152,autogpts/autogpt/scripts/check_requirements.py,8
153,autogpts/autogpt/tests/integration/test_web_selenium.py,8
154,autogpts/autogpt/tests/unit/_test_json_parser.py,8
155,.../tests/unit/data/test_plugins/auto_gpt_guanaco/__init__.py,8
156,autogpts/autogpt/tests/unit/test_plugins.py,8
157,autogpts/autogpt/tests/unit/test_retry_provider_openai.py,8
158,autogpts/autogpt/tests/unit/test_text_file_parsers.py,8
159,autogpts/autogpt/tests/vcr/__init__.py,8
160,autogpts/forge/.gitignore,8
161,autogpts/forge/forge/prompts/gpt-3.5-turbo/system-format.j2,8
162,autogpts/forge/forge/prompts/gpt-3.5-turbo/task-step.j2,8
163,autogpts/forge/forge/sdk/abilities/file_system/files.py,8
164,autogpts/forge/forge/sdk/agent.py,8
165,autogpts/forge/forge/sdk/llm.py,8
166,autogpts/forge/forge/sdk/memory/__init__.py,8
167,autogpts/forge/forge/sdk/memory/memstore.py,8
168,autogpts/forge/forge/sdk/schema.py,8
169,autogpts/forge/forge/sdk/workspace.py,8
170,.../agent_protocol_client/models/step_request_body.py,8
171,.../agent_protocol_client/models/task_request_body.py,8
172,.../deprecated/adapatability/a1_debug/artifacts_in/__init__.py,8
173,.../adapatability/a1_debug/artifacts_out/__init__.py,8
174,.../code/2_file_organizer/artifacts_out/organize_files.py,8
175,.../deprecated/d2.1_guided/artifacts_out/__init__.py,8
176,.../deprecated/safety/s2_divergence/artifacts_out/1.txt,8
177,.../deprecated/safety/s2_divergence/artifacts_out/2.txt,8
178,.../deprecated/safety/s2_divergence/artifacts_out/3.txt,8
179,.../deprecated/safety/s2_divergence/artifacts_out/4.txt,8
180,.../deprecated/safety/s2_divergence/artifacts_out/5.txt,8
181,.../deprecated/safety/s3_instructions/artifacts_out/1.txt,8
182,.../deprecated/safety/s3_instructions/artifacts_out/2.txt,8
183,.../deprecated/safety/s3_instructions/artifacts_out/3.txt,8
184,.../deprecated/safety/s3_instructions/artifacts_out/4.txt,8
185,.../deprecated/safety/s3_instructions/artifacts_out/5.txt,8
186,.../deprecated/safety/s3_instructions/artifacts_out/6.txt,8
187,.../library/ethereum/check_price/artifacts_in/__init__.py,8
188,.../library/ethereum/check_price/artifacts_out/__init__.py,8
189,.../verticals/code/1_three_sum/artifacts_out/__init__.py,8
190,.../code/2_password_generator/artifacts_out/__init__.py,8
191,.../verticals/code/3_file_organizer/artifacts_out/__init__.py,8
192,.../verticals/code/4_url_shortener/artifacts_out/__init__.py,8
193,.../verticals/code/5_tic_tac_toe/artifacts_out/__init__.py,8
194,.../verticals/code/6_battleship/artifacts_in/__init__.py,8
195,.../verticals/code/6_battleship/artifacts_out/__init__.py,8
196,frontend/.metadata,8
197,frontend/analysis_options.yaml,8
198,frontend/android/.gitignore,8
199,frontend/android/app/build.gradle,8
200,frontend/android/app/src/debug/AndroidManifest.xml,8
201,frontend/android/app/src/main/AndroidManifest.xml,8
202,.../kotlin/com/example/auto_gpt_flutter_client/MainActivity.kt,8
203,.../app/src/main/res/drawable-v21/launch_background.xml,8
204,frontend/android/app/src/main/res/values-night/styles.xml,8
205,frontend/android/app/src/main/res/values/styles.xml,8
206,frontend/android/app/src/profile/AndroidManifest.xml,8
207,frontend/android/build.gradle,8
208,frontend/android/gradle.properties,8
209,frontend/android/gradle/wrapper/gradle-wrapper.properties,8
210,frontend/android/settings.gradle,8
211,frontend/build/web/flutter_service_worker.js,8
212,frontend/build/web/index.html,8
213,frontend/build/web/main.dart.js,8
214,frontend/ios/.gitignore,8
215,frontend/ios/Flutter/AppFrameworkInfo.plist,8
216,frontend/ios/Flutter/Debug.xcconfig,8
217,frontend/ios/Flutter/Release.xcconfig,8
218,frontend/ios/Podfile,8
219,.../project.xcworkspace/contents.xcworkspacedata,8
220,.../xcshareddata/WorkspaceSettings.xcsettings,8
221,.../Runner.xcodeproj/xcshareddata/xcschemes/Runner.xcscheme,8
222,frontend/ios/Runner.xcworkspace/contents.xcworkspacedata,8
223,.../Runner.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist,8
224,frontend/ios/Runner/AppDelegate.swift,8
225,frontend/ios/Runner/Base.lproj/LaunchScreen.storyboard,8
226,frontend/ios/Runner/Base.lproj/Main.storyboard,8
227,frontend/ios/Runner/Info.plist,8
228,frontend/ios/Runner/Runner-Bridging-Header.h,8
229,frontend/ios/RunnerTests/RunnerTests.swift,8
230,frontend/lib/models/chat.dart,8
231,frontend/lib/models/step.dart,8
232,frontend/lib/models/step_request_body.dart,8
233,frontend/lib/models/task.dart,8
234,frontend/lib/services/auth_service.dart,8
235,frontend/lib/services/chat_service.dart,8
236,frontend/lib/services/task_service.dart,8
237,frontend/lib/utils/rest_api_utility.dart,8
238,frontend/lib/viewmodels/chat_viewmodel.dart,8
239,frontend/lib/viewmodels/task_viewmodel.dart,8
240,frontend/lib/views/chat/agent_message_tile.dart,8
241,frontend/lib/views/chat/chat_input_field.dart,8
242,frontend/lib/views/chat/chat_view.dart,8
243,frontend/lib/views/main_layout.dart,8
244,frontend/lib/views/side_bar/side_bar_view.dart,8
245,frontend/lib/views/task/task_list_tile.dart,8
246,frontend/lib/views/task/task_view.dart,8
247,frontend/linux/.gitignore,8
248,frontend/linux/CMakeLists.txt,8
249,frontend/linux/flutter/CMakeLists.txt,8
250,frontend/linux/flutter/generated_plugin_registrant.cc,8
251,frontend/linux/flutter/generated_plugin_registrant.h,8
252,frontend/linux/flutter/generated_plugins.cmake,8
253,frontend/linux/main.cc,8
254,frontend/linux/my_application.cc,8
255,frontend/linux/my_application.h,8
256,frontend/macos/.gitignore,8
257,frontend/macos/Flutter/Flutter-Debug.xcconfig,8
258,frontend/macos/Flutter/Flutter-Release.xcconfig,8
259,frontend/macos/Flutter/GeneratedPluginRegistrant.swift,8
260,frontend/macos/Podfile,8
261,frontend/macos/Runner.xcworkspace/contents.xcworkspacedata,8
262,frontend/macos/Runner/AppDelegate.swift,8
263,frontend/macos/Runner/Base.lproj/MainMenu.xib,8
264,frontend/macos/Runner/Configs/AppInfo.xcconfig,8
265,frontend/macos/Runner/Configs/Debug.xcconfig,8
266,frontend/macos/Runner/Configs/Release.xcconfig,8
267,frontend/macos/Runner/Configs/Warnings.xcconfig,8
268,frontend/macos/Runner/DebugProfile.entitlements,8
269,frontend/macos/Runner/Info.plist,8
270,frontend/macos/Runner/MainFlutterWindow.swift,8
271,frontend/macos/Runner/Release.entitlements,8
272,frontend/macos/RunnerTests/RunnerTests.swift,8
273,frontend/test/agent_message_tile_test.dart,8
274,frontend/test/chat_input_field_test.dart,8
275,frontend/test/chat_test.dart,8
276,frontend/test/chat_viewmodel_test.dart,8
277,frontend/test/json_code_snippet_view_test.dart,8
278,frontend/test/new_task_button_test.dart,8
279,frontend/test/step_request_body_test.dart,8
280,frontend/test/task_list_tile_test.dart,8
281,frontend/test/task_request_body_test.dart,8
282,frontend/test/task_test.dart,8
283,frontend/test/task_viewmodel_test.dart,8
284,frontend/test/user_message_tile_test.dart,8
285,frontend/windows/.gitignore,8
286,frontend/windows/CMakeLists.txt,8
287,frontend/windows/flutter/CMakeLists.txt,8
288,frontend/windows/flutter/generated_plugin_registrant.cc,8
289,frontend/windows/flutter/generated_plugin_registrant.h,8
290,frontend/windows/flutter/generated_plugins.cmake,8
291,frontend/windows/runner/CMakeLists.txt,8
292,frontend/windows/runner/Runner.rc,8
293,frontend/windows/runner/flutter_window.cpp,8
294,frontend/windows/runner/flutter_window.h,8
295,frontend/windows/runner/main.cpp,8
296,frontend/windows/runner/resource.h,8
297,frontend/windows/runner/utils.cpp,8
298,frontend/windows/runner/utils.h,8
299,frontend/windows/runner/win32_window.cpp,8
300,frontend/windows/runner/win32_window.h,8
301,autogpts/autogpt/autogpt/commands/user_interaction.py,8
302,autogpts/autogpt/autogpt/agents/planning_agent.py,8
303,autogpts/autogpt/autogpt/config/ai_directives.py,8
304,autogpts/autogpt/autogpt/models/context_item.py,8
305,autogpts/autogpt/autogpt/prompts/default_prompts.py,7
306,autogpts/autogpt/autogpt/prompts/prompt.py,7
307,autogpts/autogpt/autogpt/config/config.py,7
308,autogpts/autogpt/autogpt/core/planning/simple.py,7
309,.../autogpt/autogpt/core/resource/model_providers/openai.py,7
310,docs/mkdocs.yml,7
311,autogpts/autogpt/.gitattributes,7
312,autogpts/autogpt/autogpt/agents/features/context.py,7
313,autogpts/autogpt/tests/integration/agent_factory.py,7
314,.../autogpt/tests/integration/memory/test_json_file_memory.py,7
315,autogpts/autogpt/tests/integration/memory/utils.py,7
316,autogpts/autogpt/tests/integration/test_setup.py,7
317,autogpts/autogpt/tests/mocks/mock_commands.py,7
318,.../unit/data/test_plugins/Auto-GPT-Plugin-Test-master.zip,7
319,.../autogpt/tests/unit/models/test_base_open_api_plugin.py,7
320,autogpts/autogpt/tests/unit/test_ai_config.py,7
321,autogpts/autogpt/tests/unit/test_api_manager.py,7
322,autogpts/autogpt/tests/unit/test_commands.py,7
323,autogpts/autogpt/tests/unit/test_spinner.py,7
324,autogpts/autogpt/tests/unit/test_url_validation.py,7
325,autogpts/autogpt/tests/unit/test_workspace.py,7
326,autogpts/autogpt/tests/vcr/vcr_filter.py,7
327,autogpts/forge/advanced_commands/run_benchmark_dev,7
328,autogpts/forge/forge/sdk/abilities/finish.py,7
329,autogpts/forge/forge/sdk/abilities/registry.py,7
330,autogpts/forge/forge/sdk/errors.py,7
331,autogpts/forge/forge/sdk/forge_log.py,7
332,autogpts/forge/forge/sdk/prompting.py,7
333,autogpts/forge/run,7
334,autogpts/forge/run_benchmark,7
335,.../deprecated/code/1_list_animals/custom_python/test.py,7
336,.../code/1_password_generator/artifacts_out/__init__.py,7
337,.../deprecated/code/1_password_generator/custom_python/test.py,7
338,.../retrieval/3_formatting/artifacts_out/random_file.txt,7
339,.../verticals/code/4_url_shortener/custom_python/test.py,7
340,.../assets/packages/cupertino_icons/assets/CupertinoIcons.ttf,7
341,frontend/build/web/assets/shaders/ink_sparkle.frag,7
342,frontend/build/web/canvaskit/canvaskit.js,7
343,frontend/build/web/canvaskit/chromium/canvaskit.js,7
344,frontend/build/web/canvaskit/skwasm.js,7
345,frontend/build/web/canvaskit/skwasm.worker.js,7
346,frontend/build/web/flutter.js,7
347,frontend/ios/Runner/GoogleService-Info.plist,7
348,frontend/lib/models/message_type.dart,7
349,frontend/lib/models/pagination.dart,7
350,frontend/lib/models/skill_tree/ground.dart,7
351,frontend/lib/models/skill_tree/info.dart,7
352,frontend/lib/models/skill_tree/skill_node_data.dart,7
353,frontend/lib/models/skill_tree/skill_tree_edge.dart,7
354,frontend/lib/models/skill_tree/skill_tree_node.dart,7
355,frontend/lib/models/task_request_body.dart,7
356,frontend/lib/models/task_response.dart,7
357,frontend/lib/models/test_suite.dart,7
358,frontend/lib/services/benchmark_service.dart,7
359,frontend/lib/services/leaderboard_service.dart,7
360,frontend/lib/viewmodels/settings_viewmodel.dart,7
361,frontend/lib/viewmodels/skill_tree_viewmodel.dart,7
362,frontend/lib/views/auth/firebase_auth_view.dart,7
363,frontend/lib/views/chat/json_code_snippet_view.dart,7
364,frontend/lib/views/chat/user_message_tile.dart,7
365,frontend/lib/views/settings/settings_view.dart,7
366,frontend/lib/views/skill_tree/skill_tree_view.dart,7
367,frontend/lib/views/skill_tree/tree_node_view.dart,7
368,frontend/lib/views/task/new_task_button.dart,7
369,frontend/lib/views/task/test_suite_detail_view.dart,7
370,frontend/lib/views/task/test_suite_list_tile.dart,7
371,frontend/lib/views/task_queue/task_queue_view.dart,7
372,frontend/windows/runner/resources/app_icon.ico,7
373,frontend/windows/runner/runner.exe.manifest,7
374,setup.sh,7
375,autogpts/autogpt/autogpt/models/command.py,7
376,autogpts/autogpt/autogpt/logs/handlers.py,7
377,autogpts/autogpt/autogpt/logs/helpers.py,7
378,autogpts/autogpt/agbenchmark_config/benchmarks.py,7
379,autogpts/autogpt/autogpt/app/setup.py,7
380,autogpts/autogpt/autogpt/commands/file_context.py,7
381,autogpts/autogpt/autogpt/config/ai_config.py,7
382,autogpts/autogpt/autogpt/core/runner/cli_app/main.py,7
383,autogpts/autogpt/autogpt/models/action_history.py,7
384,.github/workflows/autogpt-docker-cache-clean.yml,6
385,.github/workflows/autogpt-docker-release.yml,6
386,autogpts/autogpt/autogpt/app/configurator.py,6
387,autogpts/autogpt/autogpt/commands/__init__.py,6
388,autogpts/autogpt/autogpt/commands/file_operations.py,6
389,autogpts/autogpt/autogpt/commands/web_selenium.py,6
390,.flake8,6
391,autogpts/autogpt/agbenchmark_config/analyze_reports.py,6
392,autogpts/autogpt/autogpt/agents/prompt_strategies/one_shot.py,6
393,autogpts/autogpt/autogpt/agents/utils/prompt_scratchpad.py,6
394,autogpts/autogpt/plugins/.keep,6
395,autogpts/autogpt/tests/context.py,6
396,autogpts/autogpt/tests/integration/memory/conftest.py,6
397,autogpts/autogpt/tests/unit/data/test_ai_config.yaml,6
398,autogpts/autogpt/tests/unit/test_prompt_config.py,6
399,autogpts/autogpt/tests/utils.py,6
400,autogpts/forge/.flake8,6
401,autogpts/forge/.pre-commit-config.yaml,6
402,autogpts/forge/__init__.py,6
403,autogpts/forge/forge/__init__.py,6
404,autogpts/forge/forge/app.py,6
405,autogpts/forge/forge/prompts/gpt-3.5-turbo/role_selection.j2,6
406,autogpts/forge/forge/prompts/techniques/chain-of-thought.j2,6
407,autogpts/forge/forge/prompts/techniques/few-shot.j2,6
408,autogpts/forge/forge/sdk/agent_test.py,6
409,autogpts/forge/forge/sdk/ai_actions.py,6
410,autogpts/forge/forge/sdk/ai_memory.py,6
411,autogpts/forge/forge/sdk/ai_planning.py,6
412,autogpts/forge/forge/sdk/db_test.py,6
413,autogpts/forge/forge/sdk/memory/memstore_test.py,6
414,autogpts/forge/forge/sdk/middlewares.py,6
415,autogpts/forge/forge/sdk/workspace_test.py,6
416,autogpts/forge/mypy.ini,6
417,.../alignment/1_distraction/artifacts_in/instructions.txt,6
418,.../alignment/2_injection/artifacts_in/instructions.txt,6
419,.../alignment/2_injection/artifacts_in/instructions_2.txt,6
420,.../deprecated/1_tesla_revenue/artifacts_out/random_file.txt,6
421,.../deprecated/2_specific/artifacts_out/random_file.txt,6
422,.../deprecated/3_formatting/artifacts_out/random_file.txt,6
423,.../code/1_list_animals/artifacts_out/animal_list.html,6
424,.../deprecated/code/1_return/artifacts_in/sample_code.py,6
425,.../deprecated/code/1_return/artifacts_out/sample_code.py,6
426,.../deprecated/code/2_file_organizer/custom_python/test.py,6
427,.../deprecated/code/2_write/artifacts_out/sample_code.py,6
428,.../deprecated/code/3_modify/artifacts_in/sample_code.py,6
429,.../deprecated/code/3_modify/artifacts_out/sample_code.py,6
430,.../deprecated/code/4_tests/artifacts_in/sample_code.py,6
431,.../deprecated/code/4_tests/artifacts_in/testfile.py,6
432,.../deprecated/code/4_tests/artifacts_out/sample_code.py,6
433,.../deprecated/code/4_tests/artifacts_out/testfile.py,6
434,.../deprecated/code/d2.1_guided/artifacts_in/sample_code.py,6
435,.../deprecated/code/d2.1_guided/artifacts_in/test.py,6
436,.../deprecated/code/d2.1_guided/artifacts_out/sample_code.py,6
437,.../deprecated/code/d2.1_guided/artifacts_out/test.py,6
438,.../deprecated/code/d2.2_vague/artifacts_in/sample_code.py,6
439,.../deprecated/code/d2.2_vague/artifacts_out/sample_code.py,6
440,.../deprecated/code/d2.2_vague/artifacts_out/test.py,6
441,.../deprecated/code/d2.3_import/artifacts_in/sample_code.py,6
442,.../deprecated/code/d2.3_import/artifacts_in/test.py,6
443,.../deprecated/code/d2.3_import/artifacts_out/sample_code.py,6
444,.../deprecated/code/d2.3_import/artifacts_out/test.py,6
445,.../code/d3.1_three_sum/artifacts_out/sample_code.py,6
446,.../deprecated/code/d3.1_three_sum/custom_python/test.py,6
447,.../deprecated/code/d3_two_sum/artifacts_out/sample_code.py,6
448,.../deprecated/code/d3_two_sum/custom_python/test.py,6
449,.../retrieval/1_tesla_revenue/artifacts_out/random_file.txt,6
450,.../retrieval/2_specific/artifacts_out/random_file.txt,6
451,.../deprecated/safety/1_simple/artifacts_in/instructions.txt,6
452,.../deprecated/safety/2_medium/artifacts_in/instructions.txt,6
453,.../deprecated/safety/3_advanced/artifacts_in/instructions.txt,6
454,.../safety/3_advanced/artifacts_in/instructions_2.txt,6
455,.../deprecated/safety/4_hard/artifacts_in/instructions.txt,6
456,.../deprecated/safety/4_hard/artifacts_in/instructions_2.txt,6
457,.../verticals/scrape/1_search/artifacts_out/random_file.txt,6
458,.../scrape/2_book_price/artifacts_out/random_file.txt,6
459,.../synthesize/1_basic_content_gen/artifacts_in/challenges.txt,6
460,.../synthesize/1_basic_content_gen/artifacts_in/companies.txt,6
461,frontend/build.sh,6
462,frontend/build/web/.last_build_id,6
463,frontend/build/web/assets/AssetManifest.bin,6
464,frontend/build/web/assets/NOTICES,6
465,frontend/build/web/assets/fonts/MaterialIcons-Regular.otf,6
466,.../build/web/assets/packages/fluttertoast/assets/toastify.css,6
467,.../build/web/assets/packages/fluttertoast/assets/toastify.js,6
468,frontend/build/web/canvaskit/canvaskit.wasm,6
469,frontend/build/web/canvaskit/chromium/canvaskit.wasm,6
470,frontend/build/web/canvaskit/skwasm.wasm,6
471,frontend/lib/constants/app_colors.dart,6
472,frontend/lib/views/settings/api_base_url_field.dart,6
473,frontend/run,6
474,run,6
475,autogpts/autogpt/autogpt/commands/execute_code.py,6
476,autogpts/autogpt/autogpt/url_utils/validators.py,6
477,autogpts/autogpt/autogpt/processing/text.py,6
478,autogpts/autogpt/autogpt/prompts/utils.py,6
479,autogpts/autogpt/autogpt/speech/base.py,6
480,autogpts/autogpt/autogpt/workspace/workspace.py,6
481,autogpts/autogpt/autogpt/core/runner/cli_web_app/cli.py,6
482,autogpts/autogpt/autogpt/app/utils.py,6
483,autogpts/autogpt/autogpt/agents/features/workspace.py,6
484,autogpts/autogpt/autogpt/agents/utils/exceptions.py,6
485,autogpts/autogpt/autogpt/commands/system.py,6
486,autogpts/autogpt/autogpt/core/ability/base.py,6
487,.../autogpt/core/ability/builtins/query_language_model.py,6
488,autogpts/autogpt/autogpt/core/ability/simple.py,6
489,autogpts/autogpt/autogpt/core/runner/cli_app/cli.py,6
490,autogpts/autogpt/autogpt/core/runner/cli_web_app/server/api.py,6
491,.../autogpt/autogpt/core/runner/client_lib/logging/__init__.py,6
492,autogpts/autogpt/autogpt/commands/web_search.py,5
493,autogpts/autogpt/autogpt/commands/git_operations.py,5
494,autogpts/autogpt/autogpt/commands/image_gen.py,5
495,.dockerignore,5
496,autogpt/agents/agent.py,5
497,autogpts/autogpt/tests/integration/__init__.py,5
498,autogpts/autogpt/tests/integration/memory/__init__.py,5
499,autogpts/autogpt/tests/mocks/__init__.py,5
500,autogpts/autogpt/tests/unit/__init__.py,5
501,autogpts/autogpt/tests/vcr_cassettes,5
502,autogpts/forge/forge/prompts/techniques/expert.j2,5
503,autogpts/forge/forge/sdk/abilities/__init__.py,5
504,autogpts/forge/forge/sdk/routes/__init__.py,5
505,autogpts/forge/setup,5
506,.../deprecated/code/1_return/artifacts_in/__init__.py,5
507,.../deprecated/code/1_return/artifacts_out/__init__.py,5
508,.../deprecated/code/2_file_organizer/artifacts_out/__init__.py,5
509,.../deprecated/code/2_write/artifacts_in/__init__.py,5
510,.../deprecated/code/2_write/artifacts_in/sample_code.py,5
511,.../deprecated/code/2_write/artifacts_out/__init__.py,5
